Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
WelcomeBC,welcomebc,Application,2ad2c87a-1f31-4682-9e64-415a126cdd46,d4791e28-298e-4337-b187-13e2cc4ddc21,Labour Market Programs,Economy,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,The Settlement Services Map tracks agencies across,completed,http://apps.gov.bc.ca/pub/dmf-viewer/?siteid=8644739525425146721,other,Launch WelcomeBC Application,602366e5-d420-4073-9664-c569fae2eae8,,
Habitat Wizard,habitat-wizard,Application,2a0e7ec1-a0de-4639-9e33-401db304eb49,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,HabitatWizard is a map-based tool created for user,completed,http://www.env.gov.bc.ca/habwiz/,other,Launch Habitat Wizard Application,f7f26896-a140-4913-95ff-79bb44f51eec,,
Traffic Information System Mapping Application,traffic-information-system-mapping-application,Application,2339750c-2b63-4cbe-9eae-db82d7b73cab,6180e844-95af-4bca-a9d2-db2bc2983b20,Information Management - TRAN,Transportation,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,This app will not only help you plan the best rout,completed,https://pub-apps.th.gov.bc.ca/tig-public/,other,Launch TIS Application,45199f23-964f-4356-9aa4-aba14fe85813,,
Transportation Survey GIS,transportation-survey-gis,Application,21e4fea3-3c9c-47a3-bba1-461bbd98687f,6180e844-95af-4bca-a9d2-db2bc2983b20,Information Management - TRAN,Transportation,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,Transportation Survey GIS,completed,https://pub-apps.th.gov.bc.ca/tsg/,other,Launch Transportation Survey Application,db600f04-f24f-405d-a025-deddfade1127,,
Coastal Resource Information System,coastal-resource-information-system,Application,1c6fdab6-6593-4aee-8a0a-dd85a5d7077a,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,Coordinate your next kayaking trip with the Humpba,completed,http://webmaps.gov.bc.ca/imf5/imf.jsp?site=dss_coastal,other,Launch CRIS Application,5febe2c2-94d1-4808-97e4-d7d507498997,,
Traffic Data Program,traffic-data-program,Application,126d7e5e-22f7-4762-9fda-de58a8e810ab,6180e844-95af-4bca-a9d2-db2bc2983b20,Information Management - TRAN,Transportation,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,Does your commute to work feel like you're sitting,completed,https://prdoas3.pub-apps.th.gov.bc.ca/tsg/,other,Launch TDP Application,6ede44da-07a5-4ddc-8ca5-9cf319501754,,
Property Tax Transfer,property-tax-transfer,Application,100a56bb-4f83-406e-a0fe-1d39f936d1c5,4f4af652-cbf5-4645-8ca0-fae6a08be44d,Property Taxation,Finance,Access Only,LOW-PUBLIC,Public,Public,2013-01-25,2015-12-22,Transferring your principal residence that is over,completed,http://www.sbr.gov.bc.ca/business/Property_Taxes/Property_Transfer_Tax/prpe_calculation.htm,other,Launch Property Tax Transfer Application,916b6c8b-2162-4234-b830-447f1a9415b6,,
BC Surgical Wait Times,bc-surgical-wait-times,Dataset,7c1bf2a8-96bb-4ad5-888d-a90672eb306e,04298f31-b2ea-49d2-840e-f4a1a573cdc3,Medical Services,Health and Safety,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-01-25,2015-11-25,BC surgical wait times for elective surgical proce,completed,"https://catalogue.data.gov.bc.ca/dataset/7c1bf2a8-96bb-4ad5-888d-a90672eb306e/resource/f294562c-a6fd-4d7f-8f99-c51c91891c67/download/SurgicalWaitTimesQuarterly20152016-Interim.csv, https://catalogue.data.gov.bc.ca/dataset/7c1bf2a8-96bb-4ad5-888d-a90672eb306e/resource/d5d95a2f-ec88-4b75-9ed0-192c27f74378/download/SurgicalWaitTimeQuarterly.csv, https://catalogue.data.gov.bc.ca/dataset/7c1bf2a8-96bb-4ad5-888d-a90672eb306e/resource/6cd508eb-7e31-4c86-b070-dc698131fa9a/download/NOpen-DataSurgical-Wait-ListUploads201516New-File-Format-CSVQ1SepSurgicalWaitTimesAnnual.csv","csv, csv, csv","Surgical_Wait_Times_Quarterly_2015_2016 (Interim), SurgicalWaitTimeQuarterly, Surgical_Wait_Times_Annual","f294562c-a6fd-4d7f-8f99-c51c91891c67, d5d95a2f-ec88-4b75-9ed0-192c27f74378, 6cd508eb-7e31-4c86-b070-dc698131fa9a","Data, Data, Data",
Guide to Aboriginal Organizations and Services in BC,guide-to-aboriginal-organizations-and-services-in-bc,Dataset,260844d8-be60-44bf-8ce4-1f98b522ec27,216089dc-0f87-440b-8ae0-7d5e35bab67f,Intergovernmental and Community Relations,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-01-24,2015-12-22,"Date of last update: March 31, 2014

The Guide is ",completed,https://catalogue.data.gov.bc.ca/dataset/260844d8-be60-44bf-8ce4-1f98b522ec27/resource/e6856140-6d55-46b2-92d6-4ae4bbb7057e/download/bcguidetoaborg.xlsx,xlsx,BC_Guide_to_Ab_Org.xlsx,e6856140-6d55-46b2-92d6-4ae4bbb7057e,Data,
Licensed Establishments in B.C.,licensed-establishments-in-b-c,Dataset,2b71813e-fb00-4a8a-a60e-a67a46c81d2d,fcaaf125-2986-499c-a2cf-ce4b6d043a0e,Liquor Control and Licensing,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-01-23,2015-12-22,This is a list of all liquor licence holders in B.,completed,http://www.pssg.gov.bc.ca/lclb/docs-forms/web_all.csv,csv,web_all.csv,df13ab03-8e5d-44c6-a3be-b29cb7756877,Data,
Grizzly Bear Population Units,grizzly-bear-population-units,Geographic,caa22f7a-87df-4f31-89e0-d5295ec5c725,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-01-21,2016-03-14,Boundaries identifying similar behavioural ecotype,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15340, https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_INVENTORY.GCPB_GRIZZLY_BEAR_POP_UNITS_SP/ows?service=WMS&request=GetCapabilities","other, wms","Grizzly Bear Population Units - Custom Download, WMS getCapabilities request","7a7713f9-bcbd-46b8-968a-03d343d367fb, 2628bc8a-3a20-4edf-8866-ec4c84e877bc","Data, Data",WHSE_WILDLIFE_INVENTORY.GCPB_GRIZZLY_BEAR_POP_UNITS_SP
BC Regulatory Requirements Count,bc-regulatory-requirements-count,Dataset,664d2156-f164-493e-b7d5-5c6bfb8767b8,1fc4f4e6-ec0b-45e1-9afc-f7899886b056,Regulatory Reform,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-01-17,2016-03-03,List of provincial regulatory requirements includi,completed,"https://catalogue.data.gov.bc.ca/dataset/664d2156-f164-493e-b7d5-5c6bfb8767b8/resource/c8baae19-dc49-4b12-831f-930b64088ef9/download/regulatoryrequirementscount.csv, https://catalogue.data.gov.bc.ca/dataset/664d2156-f164-493e-b7d5-5c6bfb8767b8/resource/ed7ed6e4-551a-4eb3-ae9e-6296d8a778ce/download/regulatoryrequirementscount.xlsx, https://catalogue.data.gov.bc.ca/dataset/664d2156-f164-493e-b7d5-5c6bfb8767b8/resource/409ff4f5-b88c-4c83-9234-5fea550b6cf8/download/regulatoryrequirementscountfielddescriptions.xlsx","csv, xlsx, xlsx","regulatory_requirements_count, regulatory_requirements_count, regulatory_requirements_count_field_descriptions","c8baae19-dc49-4b12-831f-930b64088ef9, ed7ed6e4-551a-4eb3-ae9e-6296d8a778ce, 409ff4f5-b88c-4c83-9234-5fea550b6cf8","Data, Data, Abstraction",
"Locations of B.C. Public, B.C. Private Degree Granting and Non-B.C. Degree Granting Post-Secondary Institutions",locations-of-b-c-public-b-c-private-degree-granting-and-non-b-c-degree-granting-post-secondary-insti,Geographic,81558d54-1f96-46c2-94fe-56d26f69c4f5,29b74831-02c6-46d4-9670-65d553f85052,Post Secondary Audit and Accountability,Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-21,2016-02-04,List of locations of B.C. public and B.C. private ,completed,"https://catalogue.data.gov.bc.ca/dataset/81558d54-1f96-46c2-94fe-56d26f69c4f5/resource/4b411002-93bc-482a-99b4-bd1f32a8bc8f/download/bcdegreegrantinginstitutionsonlyprivateandpublic.kml, https://catalogue.data.gov.bc.ca/dataset/81558d54-1f96-46c2-94fe-56d26f69c4f5/resource/f415f56d-089b-4472-930d-b479af95b383/download/locationsdegreegrantingpostsecondaryinstitutions.xlsx, https://catalogue.data.gov.bc.ca/dataset/81558d54-1f96-46c2-94fe-56d26f69c4f5/resource/8e4e2a87-2d1d-4931-828e-6327b49f310e/download/locationsdegreegrantingpostsecondaryinstitutions.csv","kml, xlsx, csv","BC_Degree-Granting_Institutions_Only_Private_and_Public, Locations_Degree_Granting_Post_Secondary_Institutions, Locations_Degree_Granting_Post_Secondary_Institutions","4b411002-93bc-482a-99b4-bd1f32a8bc8f, f415f56d-089b-4472-930d-b479af95b383, 8e4e2a87-2d1d-4931-828e-6327b49f310e","Data, Data, Data",
"Courts - New Court Cases - Dashboard Data - by court level, division, class and location",courts-new-court-cases-dashboard-data-by-court-level-division-class-and-location,Dataset,2d8577cf-d79d-4046-90c0-8a4d4606cb73,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,New court cases generally refers to the number of ,completed,"https://catalogue.data.gov.bc.ca/dataset/2d8577cf-d79d-4046-90c0-8a4d4606cb73/resource/8ebc0049-b4ee-46f7-aad1-0209d016d217/download/courtsnewcourtcases5yrlocationreportdashboarddatafy200910to201314.csv, https://catalogue.data.gov.bc.ca/dataset/2d8577cf-d79d-4046-90c0-8a4d4606cb73/resource/68c9098d-99d6-4fac-84e4-12d05c7bd472/download/courts-newcourtcases5yrlocationreportdashboarddatafy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/2d8577cf-d79d-4046-90c0-8a4d4606cb73/resource/8e00b2cd-3eac-4c32-9a2c-d58a27976a79/download/courtsnewcourtcases5yrlocationreportdashboarddatacalyr2010to2014.xlsx, https://catalogue.data.gov.bc.ca/dataset/2d8577cf-d79d-4046-90c0-8a4d4606cb73/resource/8badbbec-827a-4760-95e2-b265366b0927/download/courtsnewcourtcases5yrlocationreportdashboarddatacalyr2010to2014.csv","csv, xlsx, xlsx, csv","Courts _New_Court_Cases-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.csv, Courts _New_Court_Cases-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.xlsx, Courts_New_Court_Cases-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014, Courts_New_Court_Cases-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014","8ebc0049-b4ee-46f7-aad1-0209d016d217, 68c9098d-99d6-4fac-84e4-12d05c7bd472, 8e00b2cd-3eac-4c32-9a2c-d58a27976a79, 8badbbec-827a-4760-95e2-b265366b0927","Data, Data, Data, Data",
"Courts - Court Documents Filed - Dashboard Data - by court level, division, class and location",courts-court-documents-filed-dashboard-data-by-court-level-division-class-and-location,Dataset,0517ad80-76c2-4719-9a1f-61734ec9c9b5,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Civil court documents filed counts all Supreme and,completed,"https://catalogue.data.gov.bc.ca/dataset/0517ad80-76c2-4719-9a1f-61734ec9c9b5/resource/64223b86-beb3-4d60-be23-fb8d96339faa/download/courtscivildocumentsfiled5yrlocationreportdashboarddatafy200910to201314.csv, https://catalogue.data.gov.bc.ca/dataset/0517ad80-76c2-4719-9a1f-61734ec9c9b5/resource/90728547-448d-48da-bbf6-ca2c2b5c0548/download/courtscivildocumentsfiled5yrlocationreportdashboarddatafy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/0517ad80-76c2-4719-9a1f-61734ec9c9b5/resource/698fca6f-ea1e-4098-a1a8-edaa40325b0d/download/courtscivildocumentsfiled5yrlocationreportdashboarddatacalyr2010to2014.xlsx, https://catalogue.data.gov.bc.ca/dataset/0517ad80-76c2-4719-9a1f-61734ec9c9b5/resource/12cf4d22-a1c6-4070-8710-0c5fd4585017/download/courtscivildocumentsfiled5yrlocationreportdashboarddatacalyr2010to2014.csv","csv, xlsx, xlsx, csv","Courts_Civil_Documents_Filed-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.csv, Courts_Civil_Documents_Filed-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.xlsx, Courts_Civil_Documents_Filed-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014, Courts_Civil_Documents_Filed-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014","64223b86-beb3-4d60-be23-fb8d96339faa, 90728547-448d-48da-bbf6-ca2c2b5c0548, 698fca6f-ea1e-4098-a1a8-edaa40325b0d, 12cf4d22-a1c6-4070-8710-0c5fd4585017","Data, Data, Data, Data",
"Courts - New Court Cases - 5 Year Regional Report - by court level, division, and class",courts-new-court-cases-5-year-regional-report-by-court-level-division-and-class,Dataset,f69005d6-44a8-49bb-b35c-70746ac2a43b,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,New court cases generally refer to the number of n,completed,"https://catalogue.data.gov.bc.ca/dataset/f69005d6-44a8-49bb-b35c-70746ac2a43b/resource/04203298-5d07-42a4-9413-cc4d8ad497e5/download/courts-newcourtcases5yrregionalreportfy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/f69005d6-44a8-49bb-b35c-70746ac2a43b/resource/563d26dc-2266-4e69-8741-fbc7b6f16c1e/download/courtsnewcourtcases5yrregionalreportcalyr2010to2014.xlsx","xlsx, xlsx","Courts _New_Court_Cases-5Yr_Regional_Report-FY_2009_10_to_2013_14.xlsx, Courts_New_Court_Cases-5Yr_Regional_Report-CalYr_2010_to_2014","04203298-5d07-42a4-9413-cc4d8ad497e5, 563d26dc-2266-4e69-8741-fbc7b6f16c1e","Data, Data",
"Courts - Completed Court Cases - 5 Year Regional Report - by court level, division, and class",courts-completed-court-cases-5-year-regional-report-by-court-level-division-and-class,Dataset,ced583b2-89ba-4c2d-a98a-03be65a70d33,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Completed court cases indicate the number of Provi,completed,"https://catalogue.data.gov.bc.ca/dataset/ced583b2-89ba-4c2d-a98a-03be65a70d33/resource/c5487d3a-cc73-4685-9772-76e432ac871b/download/courtscompletedcourtcases5yrregionalreportfy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/ced583b2-89ba-4c2d-a98a-03be65a70d33/resource/43a3d292-302f-4d32-872b-25735f6780a1/download/courtscompletedcourtcases5yrregionalreportcalyr20102014.xlsx","xlsx, xlsx","Courts_Completed_Court_Cases-5Yr_Regional_Report-FY_2009_10_to_2013_14.xlsx, Courts - Completed Court Cases - 5 Yr Regional Report - CalYr 2010-2014","c5487d3a-cc73-4685-9772-76e432ac871b, 43a3d292-302f-4d32-872b-25735f6780a1","Data, Data",
"Courts - Completed Court Cases - 15 Year Provincial Report - by court level, division, and class",courts-completed-court-cases-15-year-provincial-report-by-court-level-division-and-class,Dataset,9730daa4-f539-43f3-98ef-6096f49fbda4,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Completed court cases indicates the number of Prov,completed,"https://catalogue.data.gov.bc.ca/dataset/9730daa4-f539-43f3-98ef-6096f49fbda4/resource/61c0351e-c921-4378-8860-c1fcfc5c8a85/download/courts-completedcourtcases15yrprovincialreportfy199900to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/9730daa4-f539-43f3-98ef-6096f49fbda4/resource/8364cc6a-4ea0-4ea0-bc74-463416c9293d/download/courtscompletedcourtcases15yrprovincialreportcalyr20002014.xlsx","xlsx, xlsx","Courts _Completed_Court_Cases-15Yr_Provincial_Report-FY_1999_00_to_2013_14.xlsx, Courts - Completed Court Cases - 15 Yr Provincial Report - CalYr 2000-2014","61c0351e-c921-4378-8860-c1fcfc5c8a85, 8364cc6a-4ea0-4ea0-bc74-463416c9293d","Data, Data",
"Courts - Court Session Hours - Dashboard Data - by court level, division, class and location",courts-court-sitting-hours-dashboard-data-by-court-level-division-class-and-location,Dataset,7704d4bb-9535-4044-8bcc-e9d07e847678,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Court hours refers to the amount of time a matter ,completed,"https://catalogue.data.gov.bc.ca/dataset/7704d4bb-9535-4044-8bcc-e9d07e847678/resource/f0ab5122-a544-4b50-92b8-9d25bf9ec9e4/download/courtscourtsittinghours5yrlocationreportdashboarddatafy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/7704d4bb-9535-4044-8bcc-e9d07e847678/resource/0a3cae78-3259-42ce-ae28-ba139febcb93/download/courtscourtsittinghours5yrlocationreportdashboarddatafy200910to201314.csv, https://catalogue.data.gov.bc.ca/dataset/7704d4bb-9535-4044-8bcc-e9d07e847678/resource/3acdd280-ab95-4a76-b714-ede730102845/download/courtscourtsessionhours5yrlocationreportdashboarddatacalyr2010to2014.xlsx, https://catalogue.data.gov.bc.ca/dataset/7704d4bb-9535-4044-8bcc-e9d07e847678/resource/50ccf35d-1cd5-4d1f-88bf-6c70bf55c21d/download/courtscourtsessionhours5yrlocationreportdashboarddatacalyr2010to2014.csv","xlsx, csv, xlsx, csv","Courts_Court_Sitting_Hours-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.xlsx, Courts_Court_Sitting_Hours-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.csv, Courts_Court_Session_Hours-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014, Courts_Court_Session_Hours-5Yr_Location_Report-Dashboard_Data-CalYr_ 2010_to_2014","f0ab5122-a544-4b50-92b8-9d25bf9ec9e4, 0a3cae78-3259-42ce-ae28-ba139febcb93, 3acdd280-ab95-4a76-b714-ede730102845, 50ccf35d-1cd5-4d1f-88bf-6c70bf55c21d","Data, Data, Data, Data",
"Courts - Court Session Hours - 5 Year Regional Report - by court level, division, and class",courts-court-sitting-hours-5-year-regional-report-by-court-level-division-and-class,Dataset,716793f9-51d7-4122-9d7d-085c58a67259,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Court hours refers to the amount of time a matter ,completed,"https://catalogue.data.gov.bc.ca/dataset/716793f9-51d7-4122-9d7d-085c58a67259/resource/0194bc82-7201-4f71-aa50-27025ffd5777/download/courtscourtsittinghours5yrregionalreportfy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/716793f9-51d7-4122-9d7d-085c58a67259/resource/76fe8a71-4ba6-47a3-aa39-804b59d63e4c/download/courtscourtsessionhours5yrregionalreportcalyr2010to2014.xlsx","xlsx, xlsx","Courts_Court_Sitting_Hours-5Yr_Regional_Report-FY_2009_10_to_2013_14.xlsx, Courts_Court_Session_Hours-5Yr_Regional_Report-CalYr_2010_to_2014","0194bc82-7201-4f71-aa50-27025ffd5777, 76fe8a71-4ba6-47a3-aa39-804b59d63e4c","Data, Data",
"Courts - Court Appearances - 5 Year Regional Report - by court level, division, and class",courts-court-appearances-5-year-regional-report-by-court-level-division-and-class,Dataset,6a630787-0934-4990-80ef-8c30883d9c0d,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Scheduled court appearances refers to the number o,completed,"https://catalogue.data.gov.bc.ca/dataset/6a630787-0934-4990-80ef-8c30883d9c0d/resource/3532da17-5a88-42ae-95ab-9c71dfdac597/download/courtscourtappearances5yrregionalreportfy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/6a630787-0934-4990-80ef-8c30883d9c0d/resource/941ae09d-a4cf-44dc-9895-25b7c8f95b63/download/courtscourtappearances5yrregionalreportcalyr2010to2014.xlsx","xlsx, xlsx","Courts_Court_Appearances-5Yr_Regional_Report-FY_2009_10_to_2013_14.xlsx, Courts_Court_Appearances-5Yr_Regional_Report-CalYr_2010_to_2014","3532da17-5a88-42ae-95ab-9c71dfdac597, 941ae09d-a4cf-44dc-9895-25b7c8f95b63","Data, Data",
"Courts - New Court Cases - 15 Year Provincial Report - by court level, division, and class",courts-new-court-cases-15-year-provincial-report-by-court-level-division-and-class,Dataset,528cb0e8-84ce-4505-bcd7-925e1431157e,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,New court cases generally refers to the number of ,completed,"https://catalogue.data.gov.bc.ca/dataset/528cb0e8-84ce-4505-bcd7-925e1431157e/resource/68027547-d82b-4e3d-a122-4e80aff4aaeb/download/courtsnewcourtcases15yrprovincialreportfy199900to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/528cb0e8-84ce-4505-bcd7-925e1431157e/resource/6906bbe6-4c1c-48e1-b8bb-8a333e3ec76f/download/courtsnewcourtcases15yrprovincialreportcalyr2000to2014.xlsx","xlsx, xlsx","Courts_New_Court_Cases-15Yr_Provincial_Report-FY_1999_00_to_2013_14.xlsx, Courts_New_Court_Cases-15Yr_Provincial_Report-CalYr_2000_to_2014","68027547-d82b-4e3d-a122-4e80aff4aaeb, 6906bbe6-4c1c-48e1-b8bb-8a333e3ec76f","Data, Data",
"Courts - Court Appearances - 15 Year Provincial Report - by court level, division, and class",courts-court-appearances-15-year-provincial-report-by-court-level-division-and-class,Dataset,424e1c33-0472-40c3-bb96-a3d69bf1842a,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Scheduled court appearances refers to the number o,completed,"https://catalogue.data.gov.bc.ca/dataset/424e1c33-0472-40c3-bb96-a3d69bf1842a/resource/52add0fd-6cbc-4a07-aa3f-298ab08daf27/download/courtscourtappearances15yrprovincialreportfy199900to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/424e1c33-0472-40c3-bb96-a3d69bf1842a/resource/728114ed-f3f5-4b3b-abf0-0e35b0ee1e7c/download/courtscourtappearances15yrprovincialreportcalyr2000to2014.xlsx","xlsx, xlsx","Courts_Court_Appearances-15Yr_Provincial_Report-FY_1999_00_to_2013_14.xlsx, Courts_Court_Appearances-15Yr_Provincial_Report-CalYr_2000_to_2014","52add0fd-6cbc-4a07-aa3f-298ab08daf27, 728114ed-f3f5-4b3b-abf0-0e35b0ee1e7c","Data, Data",
"Courts - Court Session Hours - 15 Year Provincial Report - by court level, division, and class",courts-court-sitting-hours-15-year-provincial-report-by-court-level-division-and-class,Dataset,3522ca67-fd60-438f-af43-ecb479b30a84,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Court hours refers to the amount of time a matter ,completed,"https://catalogue.data.gov.bc.ca/dataset/3522ca67-fd60-438f-af43-ecb479b30a84/resource/541fc415-09cb-469e-8452-3dee293b3d9e/download/courtscourtsittinghours15yrprovincialreportfy199900to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/3522ca67-fd60-438f-af43-ecb479b30a84/resource/f109be37-f904-4df2-b17f-21e548015ab4/download/courtscourtsessionhours15yrprovincialreportcalyr2000to2014.xlsx","xlsx, xlsx","Courts_Court_Sitting_Hours-15Yr_Provincial_Report-FY_1999_00_to_2013_14.xlsx, Courts_Court_Session_Hours-15Yr_Provincial_Report-CalYr_2000_to_2014","541fc415-09cb-469e-8452-3dee293b3d9e, f109be37-f904-4df2-b17f-21e548015ab4","Data, Data",
"Courts - Court Appearances - Dashboard Data - by court level, division, class and location",courts-court-appearances-dashboard-data-by-court-level-division-class-and-location,Dataset,1a43d6bd-ddac-4c70-880b-f4da11f01f25,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Scheduled court appearances refers to the number o,completed,"https://catalogue.data.gov.bc.ca/dataset/1a43d6bd-ddac-4c70-880b-f4da11f01f25/resource/72e780b9-d0f3-4173-bec5-bdda605662d4/download/courtscourtappearances5yrlocationreportdashboarddatafy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/1a43d6bd-ddac-4c70-880b-f4da11f01f25/resource/997f981c-a996-4879-8c2b-30e023c02edc/download/courtscourtappearances5yrlocationreportdashboarddatafy200910to201314.csv, https://catalogue.data.gov.bc.ca/dataset/1a43d6bd-ddac-4c70-880b-f4da11f01f25/resource/004c0f94-9221-48d3-855f-2ff60fbc3655/download/courtscourtappearances5yrlocationreportdashboarddatacalyr2010to2014.xlsx, https://catalogue.data.gov.bc.ca/dataset/1a43d6bd-ddac-4c70-880b-f4da11f01f25/resource/22b72956-a022-4d34-a636-d7553b72297d/download/courtscourtappearances5yrlocationreportdashboarddatacalyr2010to2014.csv","xlsx, csv, xlsx, csv","Courts_Court_Appearances-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.xlsx, Courts_Court_Appearances-5Yr_Location_Report-Dashboard_Data-FY_2009_10_to_2013_14.csv, Courts_Court_Appearances-5Yr_Location_ Report-Dashboard_Data-CalYr_2010_to_2014, Courts_Court_Appearances-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014","72e780b9-d0f3-4173-bec5-bdda605662d4, 997f981c-a996-4879-8c2b-30e023c02edc, 004c0f94-9221-48d3-855f-2ff60fbc3655, 22b72956-a022-4d34-a636-d7553b72297d","Data, Data, Data, Data",
Open Information Downloads by File,open-information-downloads-by-file,Dataset,fec67274-7812-4d6d-9a8c-ad659ff5d0c6,c8e05b5a-5b86-4f80-97e5-23e296b7f149,Citizen Engagement,Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Data for all downloads of documents published on w,completed,https://catalogue.data.gov.bc.ca/dataset/fec67274-7812-4d6d-9a8c-ad659ff5d0c6/resource/783ada88-da75-4a14-9d51-db56960689c3/download/openinfodownloadsbyfile.csv,csv,open_info_downloads_by_file.csv,783ada88-da75-4a14-9d51-db56960689c3,Data,
DataBC Download Statistics,databc-download-statistics,Dataset,be69a760-a58f-46d1-9ffe-5a7f42b2ed9f,c8e05b5a-5b86-4f80-97e5-23e296b7f149,Citizen Engagement,Service,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-12-20,2015-12-22,Statistics of downloads of data from www.data.gov.,completed,https://catalogue.data.gov.bc.ca/dataset/be69a760-a58f-46d1-9ffe-5a7f42b2ed9f/resource/808cc945-e1f6-4823-8112-530dbecfbab2/download/databcdownloads.csv,csv,databc_downloads.csv,808cc945-e1f6-4823-8112-530dbecfbab2,Data,
