Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
OGC Oil and Gas Management Areas,ogc-oil-and-gas-management-areas,Geographic,e3940ac5-5013-4b75-82e8-791f84d492f5,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Oil and Gas Management Areas depict the general sp...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_MANAGEMENT_AREAS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 622a6d57-92b1-4de8-9c9c-fcd001a8a9f5, Data,WHSE_MINERAL_TENURE.OG_MANAGEMENT_AREAS_SP
DFO Statistical Areas boundaries,dfo-statistical-areas-boundaries,Geographic,e340211b-0094-490e-86b7-90a2eda72dd7,dfc4c3f9-c0d0-4c6f-93a5-2b116b429924,"Government Of Canada, Fisheries and Oceans Canada",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Department of Fisheries and OCeans Canada Statisic...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8521,other,DFO Statistical Areas boundaries,5072b99b-3011-43b7-9acd-42a6e60eca01,Data,WHSE_ADMIN_BOUNDARIES.DFO_PFMA_STAT_AREA_BDRY_SP
Terrestrial Ecosystem Information Project Scanned Map Boundary,terrestrial-ecosystem-information-project-scanned-map-boundary,Geographic,dc475f57-1e6d-41a6-804d-43f89020894e,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,STE_PRJ_SCANNED_MAP_BNDRY_SVW includes an index of...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=11980,",other,Terrestrial Ecosystem Information Project Scanned Map Boundary,35fc8144-1175-4c1b-b283-c95fd795ccc6,Data,WHSE_TERRESTRIAL_ECOLOGY.STE_PRJ_SCANNED_MAP_BNDRY_SVW
Terrestrial Ecosystem Information Project Scanned Map Boundary,terrestrial-ecosystem-information-project-scanned-map-boundary,Geographic,dc475f57-1e6d-41a6-804d-43f89020894e,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,STE_PRJ_SCANNED_MAP_BNDRY_SVW includes an index of...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_TERRESTRIAL_ECOLOGY.STE_PRJ_SCANNED_MAP_BNDRY_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 696178f5-4ca0-46d1-8e96-d0baa7aec372, Data,WHSE_TERRESTRIAL_ECOLOGY.STE_PRJ_SCANNED_MAP_BNDRY_SVW
TRIM Watershed Atlas Linear Water,trim-watershed-atlas-linear-water,Geographic,db4b8231-1184-4621-bf31-90d8b6b2acbc,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-11,2015-12-22,TRIM Watershed Atlas linear water....,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=2861,other,TRIM Watershed Atlas Linear Water,236cc684-68f9-43b3-904d-cac153cc7ef6,Data,WHSE_BASEMAPPING.TWA_LINEAR_WATER
Aquatic Invasive Species of British Columbia,aquatic-invasive-species-of-british-columbia,Geographic,d9613096-b2fe-43b4-9be1-d82a3b805082,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Site locations of aquatic invasive species occurre...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15100,",other,Aquatic Invasive Species of British Columbia,3ec4d5f7-1a66-4259-8b4c-f8b93c7b42ad,Data,WHSE_FISH.FISH_AQUATIC_INVASIVE_SPCS_SP
Aquatic Invasive Species of British Columbia,aquatic-invasive-species-of-british-columbia,Geographic,d9613096-b2fe-43b4-9be1-d82a3b805082,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Site locations of aquatic invasive species occurre...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_FISH.FISH_AQUATIC_INVASIVE_SPCS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 17c524cf-af19-4327-8c32-ddfbaa041e61, Data,WHSE_FISH.FISH_AQUATIC_INVASIVE_SPCS_SP
Shorebirds (unspecified) - Coastal Resource Information Management System (CRIMS),shorebirds-unspecified-coastal-resource-information-management-system-crims,Geographic,d711089b-8890-44c7-8f6d-7515a7c05b88,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,The distribution of unspecified shorebird species ...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8073,",other,Shorebirds (unspecified) - Coastal Resource Information Management System (CRIMS),8ba29335-f816-4ac6-b574-1e2105bc66b8,Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_SHOREBIRDS_UNSPCFD
Shorebirds (unspecified) - Coastal Resource Information Management System (CRIMS),shorebirds-unspecified-coastal-resource-information-management-system-crims,Geographic,d711089b-8890-44c7-8f6d-7515a7c05b88,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,The distribution of unspecified shorebird species ...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_SHOREBIRDS_UNSPCFD/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, bfb1e40a-b794-47da-8324-eb74219a7fdd, Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_SHOREBIRDS_UNSPCFD
Police Jurisdiction Boundaries,police-jurisdiction-boundaries,Geographic,d6745d11-b323-44c0-a447-754e84c624f9,4dcfa40f-1830-4e12-a19c-18b91ace10c1,"Government Of Canada, Royal Canadian Mounted Police",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Geographical representation of RCMP and Municipal ...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=1322,",other,Police Jurisdiction Boundaries,d9202f4f-88b2-4cbc-8789-5bf349ca7574,Data,WHSE_ADMIN_BOUNDARIES.ADM_POLICE_JRSDCTN_BNDRY_SP
Police Jurisdiction Boundaries,police-jurisdiction-boundaries,Geographic,d6745d11-b323-44c0-a447-754e84c624f9,4dcfa40f-1830-4e12-a19c-18b91ace10c1,"Government Of Canada, Royal Canadian Mounted Police",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Geographical representation of RCMP and Municipal ...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_POLICE_JRSDCTN_BNDRY_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 7179b384-4eda-4426-b56c-387f21c70067, Data,WHSE_ADMIN_BOUNDARIES.ADM_POLICE_JRSDCTN_BNDRY_SP
"Orthophoto Index, Comprehensive View - All Years",orthophoto-index-comprehensive-view-all-years,Geographic,d1c0f865-f29c-4c39-af52-3347c62fdc59,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,A BCGS map grid cataloguing all images in the Prov...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14080,other,Orthophoto Index,4c968b95-acf8-453d-97e4-551f1f82f59f,Data,WHSE_REFERENCE.APS_ALL_ORTHO_YEAR_INDX_SP
TANTALIS - Reversions,tantalis-reversions,Geographic,d0659d43-269f-43fd-af1c-0966b0d9f729,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,This feature is a forfeiture of land back to the C...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=1820,other,TANTALIS - Reversions,3d73f2fc-b47c-478d-bf22-bc37dc3b9242,Data,WHSE_TANTALIS.TA_REVERSIONS_SVW
Seedlot,seedlot,Geographic,cdb2e536-4ff6-4420-a6c4-478e79c09d6e,36ee73ba-9a70-419f-8411-6605359d8803,"Ministry Of Forests Lands And Natural Resource Operations, Tree Improvement",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Seedlot Point MVW is a materialized view of the SE...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9383,",other,Seedlot,f67b2468-6ff0-4982-a255-7eb9da8fe9a7,Data,WHSE_FOREST_VEGETATION.SEED_SEEDLOT_POINT_MVW
Seedlot,seedlot,Geographic,cdb2e536-4ff6-4420-a6c4-478e79c09d6e,36ee73ba-9a70-419f-8411-6605359d8803,"Ministry Of Forests Lands And Natural Resource Operations, Tree Improvement",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Seedlot Point MVW is a materialized view of the SE...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.SEED_SEEDLOT_POINT_MVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 305a8319-cfda-4480-819d-0be61378e03c, Data,WHSE_FOREST_VEGETATION.SEED_SEEDLOT_POINT_MVW
RESULTS - Openings (Polygons),results-openings-polygons,Geographic,caec53d1-5949-48b4-a33d-11799d5336b0,25d7d485-f358-4612-8aff-71f6da701752,"Ministry Of Forests Lands And Natural Resource Operations, Resource Practices",Natural Resources,Access Only,LOW-PUBLIC,Government,Government,2014-12-11,2015-12-22,DEPRECATED - The resource(s) that this record refe...,obsolete,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=6339,other,(DEPRECATED) RESULTS - Openings (Polygons),dce56ffb-ea32-44c6-8af6-aeb223b50eff,Data,WHSE_FOREST_VEGETATION.RSLT_OPENING_POLY
OGC Ancillary and Other Applications (Public Version),ogc-ancillary-and-other-applications-public-version,Geographic,c91b79c0-9921-4136-b1e1-b48783ff7581,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"Polygon features indicating campsites, borrow pits...",onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13522,",other,OGC Ancillary and Other Applications (Public Version),66fca60f-3a82-4d5a-a5fc-6a6a2e75d2d8,Data,WHSE_MINERAL_TENURE.OG_ANCILLARY_OTHER_APPS_PUB_SP
OGC Ancillary and Other Applications (Public Version),ogc-ancillary-and-other-applications-public-version,Geographic,c91b79c0-9921-4136-b1e1-b48783ff7581,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"Polygon features indicating campsites, borrow pits...",onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_ANCILLARY_OTHER_APPS_PUB_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, bf9db241-5753-4a13-b375-2a7da6a3707d, Data,WHSE_MINERAL_TENURE.OG_ANCILLARY_OTHER_APPS_PUB_SP
2006 and 2011 Census Subdivision Boundaries,2006-and-2011-census-subdivision-boundaries,Geographic,c50ef5f8-2140-4ee6-8bf6-881b7bd6ebd4,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"A census subdivision is an administrative area, wh...",completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=12945,other,2006 and 2011 Census Subdivision Boundaries,8cbceb09-df0e-4771-aacc-ce34379e3d52,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_SUBDIVISIONS_SP
CBM - Integrated Cadastral Fabric,cbm-integrated-cadastral-fabric,Geographic,c485caa3-d834-4636-a5f7-ee5d7bdfa665,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,The Integrated Cadastral Fabric (ICF) is a geo-ref...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9150,other,CBM - Integrated Cadastral Fabric,abd5d167-f280-435c-bcd3-d722815e9d0d,Data,WHSE_CADASTRE.CBM_INTGD_CADASTRAL_FABRIC_SVW
OGC Facility Sites (Government Version),ogc-facility-sites-government-version,Geographic,c37687e7-99e6-4b70-9a18-c2999e27f208,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,Polygon features indicating any grouping of equipm...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13529,other,OGC Facility Sites (Government Version),1e408c05-7c2d-4068-9a76-1f1b585a0a26,Data,WHSE_MINERAL_TENURE.OG_FACILITY_SITES_GOV_SP
MTA -  Mineral & Coal Land Reserve History SP,mta-mineral-coal-land-reserve-history-sp,Geographic,c2b811c4-dddc-41b4-ac07-5fdc2b555d84,04215a2c-c0b4-4829-a082-bb9467f20e1c,"Ministry Of Energy And Mines, Mineral Titles",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Defines areas within the province of British Colum...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16001,",other,Download,8016d607-1d3c-4932-be3f-f4ea7f8d9c98,Data,WHSE_MINERAL_TENURE.MTA_SITE_HISTORY_SP
MTA -  Mineral & Coal Land Reserve History SP,mta-mineral-coal-land-reserve-history-sp,Geographic,c2b811c4-dddc-41b4-ac07-5fdc2b555d84,04215a2c-c0b4-4829-a082-bb9467f20e1c,"Ministry Of Energy And Mines, Mineral Titles",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Defines areas within the province of British Colum...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_SITE_HISTORY_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, dcdffb5b-4128-4716-8245-d3145a25cb57, Data,WHSE_MINERAL_TENURE.MTA_SITE_HISTORY_SP
First Nations Treaty Areas,first-nations-treaty-areas,Geographic,c1a5d55e-fef9-4605-8b20-c08ed4f0c870,216089dc-0f87-440b-8ae0-7d5e35bab67f,"Ministry Of Aboriginal Relations And Reconciliation, Intergovernmental and Community Relations",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This layer contains the areas within which the Fir...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=12040,",other,First Nations Treaty Areas,fbbb08fb-71b2-427f-8241-bc1e58373c94,Data,WHSE_LEGAL_ADMIN_BOUNDARIES.FNT_TREATY_AREA_SP
First Nations Treaty Areas,first-nations-treaty-areas,Geographic,c1a5d55e-fef9-4605-8b20-c08ed4f0c870,216089dc-0f87-440b-8ae0-7d5e35bab67f,"Ministry Of Aboriginal Relations And Reconciliation, Intergovernmental and Community Relations",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This layer contains the areas within which the Fir...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.FNT_TREATY_AREA_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 0358f889-dab9-48be-ab18-c7b3a26c3246, Data,WHSE_LEGAL_ADMIN_BOUNDARIES.FNT_TREATY_AREA_SP
TANTALIS - Acquisitions,tantalis-acquisitions,Geographic,c15542b8-bb36-4315-b4a7-75ce4e47ef9d,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,This feature is a parcel of land  procured  by the...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=1760,other,TANTALIS - Acquisitions,4d569051-b728-4f0f-aafb-3645f408a943,Data,WHSE_TANTALIS.TA_ACQUISITIONS_SVW
OGC Geophysical (Government Version),ogc-geophysical-government-version,Geographic,bfb85520-3e0a-4ebe-9d60-4a313b255553,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,Geophysical programs study the physical characteri...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13537,other,OGC Geophysical (Government Version),090bdc99-7fb1-4e98-87c8-1329e4ad6b23,Data,WHSE_MINERAL_TENURE.OG_GEOPHYSICAL_GOV_SP
EAUBC Lakes,eaubc-lakes,Geographic,be394666-5850-4951-8c68-724ae7f72017,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Public,Government,2014-12-11,2015-12-22,River and Lake Ecosystem Types nest within both Ec...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=10748,",other,EAUBC Lakes,cc62d2a9-a3de-4b57-8737-a3f92dd3f686,Data,WHSE_LAND_AND_NATURAL_RESOURCE.EAUBC_LAKES_SP
EAUBC Lakes,eaubc-lakes,Geographic,be394666-5850-4951-8c68-724ae7f72017,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Public,Government,2014-12-11,2015-12-22,River and Lake Ecosystem Types nest within both Ec...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_AND_NATURAL_RESOURCE.EAUBC_LAKES_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, c169ec77-48a9-4610-bf10-182d8a66cdeb, Data,WHSE_LAND_AND_NATURAL_RESOURCE.EAUBC_LAKES_SP
Environmental Assessment Office (EAO) - Points (SVW),environmental-assessment-office-eao-points-svw,Geographic,bc1c5380-6fca-4666-996b-049ad8ca04cc,1ea0a35b-8660-422c-9a95-35fb68856562,"Ministry Of Environment, Environmental Assessment Office",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"The dataset contains projects that are currently, ...",onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15520,",other,Environmental Assessment Office (EAO) - Points (SVW),d46132e5-cf80-4f83-86f0-4a4fabcb6af3,Data,WHSE_ENVIRONMENT_ASSESSMENT.EPIC_PROJECT_POINTS_SVW
Environmental Assessment Office (EAO) - Points (SVW),environmental-assessment-office-eao-points-svw,Geographic,bc1c5380-6fca-4666-996b-049ad8ca04cc,1ea0a35b-8660-422c-9a95-35fb68856562,"Ministry Of Environment, Environmental Assessment Office",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"The dataset contains projects that are currently, ...",onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENT_ASSESSMENT.EPIC_PROJECT_POINTS_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 8d6ec1d8-cc4d-407b-85c2-2d6c373f4b00, Data,WHSE_ENVIRONMENT_ASSESSMENT.EPIC_PROJECT_POINTS_SVW
Section 58 Recreation Orders - Points,section-58-recreation-orders-points,Geographic,b85cf514-45aa-446e-af3a-951cf0ec2504,83bd8754-9578-4ac0-82dd-17be053334ce,"Ministry Of Forests Lands And Natural Resource Operations, Recreation Sites and Trails BC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,This dataset provides infrastructure locations tha...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14340,other,Section 58 Recreation Orders - Points,0e765807-a468-4394-9884-993357c02bd5,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.RST_SECTION_58_ORDERS_POINT
Shipwreck Point Locations,shipwreck-point-locations,Geographic,b7588a01-bc7d-4f88-90d5-ec581bcb4fa4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,The locations of coastal shipwrecks in British Col...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16142,",other,Shipwreck Point Locations,abbd83a1-2313-4473-950c-fcd93170709d,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_SHIPWRECKS_SP
Shipwreck Point Locations,shipwreck-point-locations,Geographic,b7588a01-bc7d-4f88-90d5-ec581bcb4fa4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,The locations of coastal shipwrecks in British Col...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_SHIPWRECKS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 2f366548-80f1-448a-b1a2-bfcf2899f776, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_SHIPWRECKS_SP
Legal Planning Objectives - All - Line,legal-planning-objectives-all-line,Geographic,b648ac2d-6a9a-426c-9dcd-39ec188d7f36,a4468dc1-b283-447f-bf9a-afc3a72b4db2,"Ministry Of Forests Lands And Natural Resource Operations, Resource Management Objectives",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,Spatially identified and mapped legal objective li...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=11920,other,Legal Planning Objectives - All - Line,839fdbe7-e628-4fa9-ba59-5a6f8ffaee1c,Data,WHSE_LAND_USE_PLANNING.RMP_PLAN_LEGAL_LINE
PNCP - High Elevation Winter Range,pncp-high-elevation-winter-range,Geographic,b112e825-0642-46f9-9895-513fcbb8e89e,b2403f65-6fe5-4011-9aa5-74e5723ee215,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Northeast",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,High Elevation Winter Range (HEWR) for South Peace...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16180,",other,PNCP - High Elevation Winter Range,066e181c-85a5-4079-9744-6ab722faba9f,Data,REG_LAND_AND_NATURAL_RESOURCE.WLD_PNCP_H_ELEV_CAR_WIN_RNG_SP
PNCP - High Elevation Winter Range,pncp-high-elevation-winter-range,Geographic,b112e825-0642-46f9-9895-513fcbb8e89e,b2403f65-6fe5-4011-9aa5-74e5723ee215,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Northeast",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,High Elevation Winter Range (HEWR) for South Peace...,onGoing,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_PNCP_H_ELEV_CAR_WIN_RNG_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 76a1c2eb-35c5-4a38-9d04-0fe54231c8be, Data,REG_LAND_AND_NATURAL_RESOURCE.WLD_PNCP_H_ELEV_CAR_WIN_RNG_SP
Section 58 Recreation Orders - Lines,section-58-recreation-orders-lines,Geographic,b05ae99e-b4ce-49c5-8d09-fc59c84e7bf9,83bd8754-9578-4ac0-82dd-17be053334ce,"Ministry Of Forests Lands And Natural Resource Operations, Recreation Sites and Trails BC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This dataset contains trails for Section 58 Recrea...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14356,",other,Section 58 Recreation Orders - Lines,ddfdc029-7e34-4e66-9079-d920ae4843b1,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.RST_SECTION_58_ORDERS_LINE
Section 58 Recreation Orders - Lines,section-58-recreation-orders-lines,Geographic,b05ae99e-b4ce-49c5-8d09-fc59c84e7bf9,83bd8754-9578-4ac0-82dd-17be053334ce,"Ministry Of Forests Lands And Natural Resource Operations, Recreation Sites and Trails BC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This dataset contains trails for Section 58 Recrea...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.RST_SECTION_58_ORDERS_LINE/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, a676fd84-c2c3-4088-8d75-39ba40d4a8a7, Data,WHSE_HUMAN_CULTURAL_ECONOMIC.RST_SECTION_58_ORDERS_LINE
Local Health Area Boundaries,local-health-area-boundaries,Geographic,afd021d9-7722-4410-b506-d394c66e74fc,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Local Health Area 1997 boundary configuration. In ...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9682,",other,Local Health Area Boundaries,fc43ba2b-45db-48df-94af-4afb27ece18c,Data,WHSE_ADMIN_BOUNDARIES.BCHA_LOCAL_HEALTH_AREA_SP
Local Health Area Boundaries,local-health-area-boundaries,Geographic,afd021d9-7722-4410-b506-d394c66e74fc,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Local Health Area 1997 boundary configuration. In ...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.BCHA_LOCAL_HEALTH_AREA_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, d6e951d3-5103-475a-8bb6-b4d275e6343f, Data,WHSE_ADMIN_BOUNDARIES.BCHA_LOCAL_HEALTH_AREA_SP
